Issue ID,Rule ID,Screen,URL,Issue Frequency,Assistive Technology Combination,Summary,Steps to Reproduce,Actual Result,Expected Result,Screenshot,WCAG Success Criteria,WCAG Conformance Level,Functional Impact,Accessibility Impact / Severity,Instances,Disability Affected,Recommendation,QA Status,QA Comment,QA Screencast,QA Recommendation,,,,
26,man-key-1,Leaderboards,https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Skip to main content link not implemented,"1. Go to the Home Page.
2. Press the (insert + f7) key once.
3. Notice skip to main content link not implemented","There is no available method to bypass blocks of content on the web page.

This may result in some users having to navigate through repeated blocks of content (such as headers) every time the page is loaded.","A link that allows the user to target the beginning of the main landmark.

This link should be at the top of the page and should be the first element to receive focus.",https://www.screencast.com/t/BQ4i0x2d7Rb,2.4.1,A,High,High,,"Cognitive, Visual, Physical","1. Provide a link (ex: <a href=""#main-content"">skip to main content</a>) at the beginning of the DOM and make it not visible by default (ex: providing visibility: hidden; CSS property).
2. Provide the id=""main-content"" to the main content wrapper (make sure that the provided ID is unique among all others).
3. Make the <a> visible on focus.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/G1.html",Open,,,,,,,
27,man-cc-3,PGA Tour Scheduling – Tournaments – Plan on Visiting (Templated),https://www.pgatour.com/tournaments/wyndham-championship/tickets.html,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching label ""SHARE ON"" with social media links ""share on facebook, share on twitter, share on email"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the label text ""SHARE ON"" and its background is less than 4.5:1.","The color contrast ratio of label text ""SHARE ON"" and its background is of at least 4.5:1.",https://www.screencast.com/t/8d7whEgJTJS,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #CCE3F2
Background: #474747

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
28,man-cc-1,PGA Tour – Champions,https://www.pgatour.com/champions.html,Global,Windows/ Chrome,Insufficient non-text contrast,"1. Go to the URL.
2. Browse through the page until reaching text on graphics ""Furyk wins U.S. Senior Open Championship, Dodd wins The Senior Open Championship etc."".
3. Open Colour Contrast Analyzer, select the dropper tool, click on the foreground section and select any pixel from the ""focus border"".
4. Measure the contrast ratio between the ""focus border"" and the background color.","The color contrast ratio between the ""Focus Border"" and its background is less than 3.0:1.","The color contrast ratio between the ""Focus Border"" and its background is of at least of 3.0:1.",https://www.screencast.com/t/RPTGPxeWau,1.4.11,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 3.0:1.

Good color option:
Foreground: #DBDBDB
Background: #78812A

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)",Open,,,,,,,
29,man-cc-3,PGA Tour – Champions,https://www.pgatour.com/champions.html,Global,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching links ""LEADERBOARD, FIELD, SCHWAB CUP, FOLLOW ON TWITTER"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the links ""LEADERBOARD, FIELD, SCHWAB CUP, FOLLOW ON TWITTER"" and its background is less than 4.5:1.","The color contrast ratio of links ""LEADERBOARD, FIELD, SCHWAB CUP, FOLLOW ON TWITTER"" and its background is of at least 4.5:1.",https://www.screencast.com/t/GKJlA4wmkWfQ,1.4.3,AA,Low,High,The color combination used for the element reported on the screenshot was found several times on other similar elements.,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option:
Foreground: #595959
Background: #FFFFFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
30,man-sr-12,PGA Tour – Champions,https://www.pgatour.com/champions.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Redundant links,"1. Go to the URL.
2. Navigate using TAB key with the screen reader until reaching links under Heading ""FEATURED CONTENT"".
3. Press TAB key again and notice the same link is being announced by the screen reader.","The user reaches 2 links with the same destination URL when navigating using the screen reader.

This could potentially confuse the user since all those links will lead to the same page.",The user reaches only one relevant link per URL within the same section.,"https://www.screencast.com/t/Gcq50orHY

https://www.screencast.com/t/XyP3oSFGKtf9",2.4.4,A,High,Low,Observation: This issue is reproducible on all similar elements throughout the application.,Visual,"1. Group all the elements within the same <a> tag.
2. (If needed) try using <span> tags instead of <div> or <p> tags to avoid the screen reader announcing the same link several times.
3. Only if there is an image serving also as link Mark the <img> element with alt-text="""".

Refer to:
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/H2",Open,,,,,,,
31,man-sr-12,PGA Tour – Champions,https://www.pgatour.com/champions.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Redundant links,"1. Go to the URL.
2. Navigate using TAB key with the screen reader until reaching text on graphic ""Rolex"".
3. Press TAB key again and notice the same link is being announced by the screen reader.","The user reaches 2 links with the same destination URL when navigating using the screen reader.

This could potentially confuse the user since all those links will lead to the same page.",The user reaches only one relevant link per URL within the same section.,https://www.screencast.com/t/gYzc7oPV5,2.4.4,A,High,Low,Observation: This issue is reproducible on all similar elements throughout the application.,Visual,"1. Group all the elements within the same <a> tag.
2. (If needed) try using <span> tags instead of <div> or <p> tags to avoid the screen reader announcing the same link several times.
3. Only if there is an image serving also as link Mark the <img> element with alt-text="""".

Refer to:
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/H2",Open,,,,,,,
32,man-sr-15,Leaderboards,https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Unnecessarily heading tag implemented,"1. Go to the URL.
2. Navigate through the website until reaching the button ""share page"".
3. Notice that the element is announced as heading.","The screen reader announces a button ""share page"" as a heading.

This could potentially confuse the user since headings are designed to structure the information in the document and not to provide visual impact.","The screen reader reads the button ""share page"" as button without heading tag.",https://www.screencast.com/t/m6XWRQIhIh,1.3.1,A,Low,High,,Visual,Wrap the element outside the heading <h1>.,Open,,,,,,,
33,Custom,Leaderboards,https://www.pgatour.com/leaderboard.html,Individual ,Windows/ Chrome/ NVDA,Label text is read thrice by the screen reader,"1. Go to the URL.
2. Navigate through the website until reaching the tables toggle button ""PLAY-BY-PLAY OFF"".
3. Notice that the element (PLAY-BY-PLAY OFF) is announced three times by the screen reader.","Screen reader reads label ""PLAY-BY-PLAY OFF"" of toggle button 3 times while navigate using tab key","Screen reader should read label ""PLAY-BY-PLAY OFF""  of toggle button 1 time only while navigating using tab key",https://www.screencast.com/t/bpjnC8dv,1.3.1,A,Low,Low,,Visual,"Use <label> tag with appropriate label for the element.

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/Switch_role",Open,,,,,,,
34,man-sr-11,Leaderboards,https://www.pgatour.com/leaderboard.html,Individual ,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Missing markup html for table,"1. Go to the URL.
2. Navigate the site using the screen reader until reaching ""Leaderboard table"".
3. Notice that the counts of ""rows and columns"" are being incorrect announced by the screen reader.","The screen reader is not announcing the purpose of the table.

Table header and table columns are tagged in two different tables.

This could potentially result in the user getting confused and not understanding the presented tabular data.",The screen reader announces the purpose of the table. This caption can also be seen by using the elements tools.,https://www.screencast.com/t/21uwSUpA,1.3.1,A,High,Critical,,Visual,"1. Use a <table> tag with its corresponding <caption> to clarify the purpose of the table's data.
2. Provide an attribute scope=""col"" to each of the <th> tags within the <thead> tag.
3. Wrap all the content within a <tbody>/<td> and use <th scope=""row""> only for the row header.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/table#Accessibility_concerns",Open,,,,,,,
35,man-sr-30,Leaderboards,https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Missing table caption,"1. Go to the URL.
2. Navigate the site using the screen reader until reaching ""table Leaderboards"".
3. Notice that the caption is not implemented for table.","The screen reader is not announcing the purpose of the table.

This could potentially result in the user getting confused and not understanding the presented tabular data.",The screen reader announces the purpose of the table. This caption can also be seen by using the elements tools.,https://www.screencast.com/t/21uwSUpA,1.3.1,A,Low,High,Observation: Table caption is missing for all table present in the application.,"Visual, Cognitive","Add a <caption> inside the <table> tag with a description about the information contained in the table.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/caption",Open,,,,,,,
36,man-sr-44,Leaderboards,https://www.pgatour.com/leaderboard.html,Individual ,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Change of context not announced by screen reader,"1. Go to the URL.
2. Navigate to the links ""3D"" in a table's column.
3. Change of context not announced by screen reader","The screen reader does not announce the content is going to open another tab.

This might confuse the user due to the lack of context they will get when navigating through different web pages.","The screen reader announces that the content is going to open another tab.
","https://www.screencast.com/t/DOZtcvm3Ufpt

https://www.screencast.com/t/1IXCpgzPq

https://www.screencast.com/t/NubRlz3gTZF

https://www.screencast.com/t/NubRlz3gTZF

https://www.screencast.com/t/CWBtSqFQ

https://www.screencast.com/t/noHzt76Qt4Jt",3.3.2,A,Low,Low,"1. Leaderboards: Under leaderboard table, after selecting any data cell ""Player"" navigate using tab key notice change of context not announced for links ""TOURcast 3D, Ryan Armour Shoots 1- under 70 in round four etc.""
2. Leaderboards: A similar issue is observed with the social media links ""facebook, twitter, instagram etc."" in content-info landmark.
3. Leaderboards: A similar issue is observed with the graphics under ""Don't Miss This"" 
4. PGA Tour Schedule – Tournaments (Templated): A similar issue is observed with the contents under heading ""follow us"".
5. PGA Tour – Champions: after selecting tab TRENDING ON ""SOCIAL"" navigate similar issue is observed with the links ""Champions Tour, @NBA, @FredCouplesGolf etc."".","Visual, Cognitive","Provide a visual warning to the links that open a new tab and ensure to provide an aria-label to achieve the same context for screen reader users.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/G201.html
https://www.w3.org/TR/WCAG20-TECHS/ARIA14.html
https://codepen.io/simevidas/pen/MKdmeV?editors=0110
",Open,,,,,,,
